unit_id	org_document_id	org_sentence_id	token_order	token	label_id	label	code	b_pos	i_pos	count	pos
589950	101	8	1	Dia	1	Subjek	A0	6	0	6	B
589951	101	8	2	menjelaskan	5	Predikat	T	5	0	5	B
589952	101	8	3	,	6	Lainnya	OTHER	5	3	8	B
589953	101	8	4	dalam	6	Lainnya	OTHER	0	6	6	I
589954	101	8	5	surat	6	Lainnya	OTHER	0	5	5	I
589955	101	8	6	pemberitahuan	6	Lainnya	OTHER	0	5	5	I
589956	101	8	7	Nomor	6	Lainnya	OTHER	0	5	5	I
589957	101	8	8	015/TPSP	6	Lainnya	OTHER	0	5	5	I
589958	101	8	9	-	6	Lainnya	OTHER	2	5	7	I
589959	101	8	10	PKB/PTNNT	6	Lainnya	OTHER	0	5	5	I
589960	101	8	11	/	6	Lainnya	OTHER	2	5	7	I
589961	101	8	12	2015	6	Lainnya	OTHER	0	5	5	I
589962	101	8	13	tertanggal	6	Lainnya	OTHER	1	5	6	I
589963	101	8	14	16	6	Lainnya	OTHER	0	4	4	I
589964	101	8	15	maret	6	Lainnya	OTHER	0	4	4	I
589965	101	8	16	2015	6	Lainnya	OTHER	0	4	4	I
589966	101	8	17	itu	6	Lainnya	OTHER	3	4	7	I
589967	101	8	18	,	6	Lainnya	OTHER	1	7	8	I
589968	101	8	19	tim	6	Lainnya	OTHER	0	6	6	I
589969	101	8	20	perunding	6	Lainnya	OTHER	0	6	6	I
589970	101	8	21	serikat	6	Lainnya	OTHER	0	6	6	I
589971	101	8	22	pekerja	6	Lainnya	OTHER	0	6	6	I
589972	101	8	23	yang	6	Lainnya	OTHER	1	6	7	I
589973	101	8	24	dimotori	6	Lainnya	OTHER	0	6	6	I
589974	101	8	25	Pengurus	6	Lainnya	OTHER	1	6	7	I
589975	101	8	26	Unit	6	Lainnya	OTHER	0	7	7	I
589976	101	8	27	Kerja	6	Lainnya	OTHER	0	7	7	I
589977	101	8	28	(	6	Lainnya	OTHER	1	7	8	I
589978	101	8	29	PUK	6	Lainnya	OTHER	0	7	7	I
589979	101	8	30	)	6	Lainnya	OTHER	1	7	8	I
589980	101	8	31	Serikat	6	Lainnya	OTHER	0	7	7	I
589981	101	8	32	Pekerja	6	Lainnya	OTHER	0	7	7	I
589982	101	8	33	Kimia	6	Lainnya	OTHER	0	7	7	I
589983	101	8	34	Energi	6	Lainnya	OTHER	0	7	7	I
589984	101	8	35	Pertambangan	6	Lainnya	OTHER	0	7	7	I
589985	101	8	36	(	6	Lainnya	OTHER	1	7	8	I
589986	101	8	37	SP	6	Lainnya	OTHER	0	7	7	I
589987	101	8	38	KEP	6	Lainnya	OTHER	0	7	7	I
589988	101	8	39	)	6	Lainnya	OTHER	1	7	8	I
589989	101	8	40	Serikat	6	Lainnya	OTHER	0	7	7	I
589990	101	8	41	Pekerja	6	Lainnya	OTHER	0	7	7	I
589991	101	8	42	Seluruh	6	Lainnya	OTHER	0	7	7	I
589992	101	8	43	Indonesia	6	Lainnya	OTHER	0	7	7	I
589993	101	8	44	(	6	Lainnya	OTHER	1	7	8	I
589994	101	8	45	SPSI	6	Lainnya	OTHER	0	7	7	I
589995	101	8	46	)	6	Lainnya	OTHER	1	7	8	I
589996	101	8	47	dan	6	Lainnya	OTHER	0	7	7	I
589997	101	8	48	PUK	6	Lainnya	OTHER	0	7	7	I
589998	101	8	49	Serikat	6	Lainnya	OTHER	0	7	7	I
589999	101	8	50	Pekerja	6	Lainnya	OTHER	0	7	7	I
590000	101	8	51	Tambang	6	Lainnya	OTHER	0	7	7	I
590001	101	8	52	(	6	Lainnya	OTHER	1	7	8	I
590002	101	8	53	SPAT	6	Lainnya	OTHER	0	7	7	I
590003	101	8	54	)	6	Lainnya	OTHER	1	7	8	I
590004	101	8	55	Samawa	6	Lainnya	OTHER	0	7	7	I
590005	101	8	56	PTNNT	6	Lainnya	OTHER	0	7	7	I
590006	101	8	57	,	6	Lainnya	OTHER	1	7	8	I
590007	101	8	58	disebutkan	6	Lainnya	OTHER	0	7	7	I
590008	101	8	59	aksi	2	Objek	A1	4	0	4	B
590009	101	8	60	mogok	2	Objek	A1	0	4	4	I
590010	101	8	61	akan	6	Lainnya	OTHER	3	3	6	I
590011	101	8	62	dilaksanakan	5	Predikat	T	5	0	5	B
590012	101	8	63	mulai	4	Waktu	AM-TMP	4	0	4	B
590013	101	8	64	tanggal	4	Waktu	AM-TMP	0	4	4	I
590013	101	8	64	tanggal	6	Lainnya	OTHER	1	3	4	I
590014	101	8	65	25	4	Waktu	AM-TMP	3	4	7	I
590015	101	8	66	Maret	4	Waktu	AM-TMP	0	7	7	I
590016	101	8	67	sampai	4	Waktu	AM-TMP	0	5	5	I
590017	101	8	68	tanggal	4	Waktu	AM-TMP	0	4	4	I
590017	101	8	68	tanggal	6	Lainnya	OTHER	1	3	4	I
590018	101	8	69	25	4	Waktu	AM-TMP	3	4	7	I
590019	101	8	70	April	4	Waktu	AM-TMP	0	7	7	I
590020	101	8	71	2015	4	Waktu	AM-TMP	0	7	7	I
590021	101	8	72	setiap	6	Lainnya	OTHER	3	1	4	B
590021	101	8	72	setiap	4	Waktu	AM-TMP	0	4	4	I
590022	101	8	73	hari	4	Waktu	AM-TMP	0	4	4	I
590022	101	8	73	hari	6	Lainnya	OTHER	0	4	4	I
590023	101	8	74	di	6	Lainnya	OTHER	1	4	5	I
590024	101	8	75	dalam	3	Lokasi	AM-LOC	1	3	4	I
590024	101	8	75	dalam	6	Lainnya	OTHER	0	4	4	I
590025	101	8	76	areal	3	Lokasi	AM-LOC	2	4	6	I
590026	101	8	77	tambang	3	Lokasi	AM-LOC	0	6	6	I
590027	101	8	78	PT	3	Lokasi	AM-LOC	0	6	6	I
590028	101	8	79	NNT	3	Lokasi	AM-LOC	0	6	6	I
590029	101	8	80	di	3	Lokasi	AM-LOC	0	5	5	I
590030	101	8	81	Batu	3	Lokasi	AM-LOC	2	5	7	I
590031	101	8	82	Hijau	3	Lokasi	AM-LOC	0	6	6	I
590032	101	8	83	Kecamatan	3	Lokasi	AM-LOC	1	6	7	I
590033	101	8	84	Sekongkang	3	Lokasi	AM-LOC	0	7	7	I
590034	101	8	85	.	6	Lainnya	OTHER	7	1	8	B
590035	101	9	1	Di	6	Lainnya	OTHER	5	0	5	B
590036	101	9	2	surat	1	Subjek	A0	2	2	4	I
590037	101	9	3	itu	6	Lainnya	OTHER	1	3	4	I
590038	101	9	4	,	6	Lainnya	OTHER	3	4	7	I
590039	101	9	5	juga	6	Lainnya	OTHER	0	7	7	I
590040	101	9	6	disebutkan	5	Predikat	T	6	0	6	B
590041	101	9	7	alasan	6	Lainnya	OTHER	3	1	4	B
590042	101	9	8	mogok	2	Objek	A1	0	3	3	I
590043	101	9	9	kerja	2	Objek	A1	0	3	3	I
590044	101	9	10	sebagai	6	Lainnya	OTHER	4	2	6	B
590045	101	9	11	akibat	6	Lainnya	OTHER	0	5	5	I
590046	101	9	12	dari	6	Lainnya	OTHER	1	5	6	I
590047	101	9	13	gagalnya	6	Lainnya	OTHER	0	5	5	I
590048	101	9	14	perundingan	6	Lainnya	OTHER	0	4	4	I
590049	101	9	15	PKB	6	Lainnya	OTHER	1	4	5	I
590050	101	9	16	tahun	6	Lainnya	OTHER	1	3	4	I
590051	101	9	17	2015	4	Waktu	AM-TMP	2	3	5	I
590052	101	9	18	-	6	Lainnya	OTHER	2	2	4	I
590053	101	9	19	2016	4	Waktu	AM-TMP	2	3	5	I
590054	101	9	20	tanggal	4	Waktu	AM-TMP	0	4	4	I
590055	101	9	21	5	4	Waktu	AM-TMP	1	4	5	I
590056	101	9	22	Maret	4	Waktu	AM-TMP	0	5	5	I
590057	101	9	23	2015	4	Waktu	AM-TMP	0	5	5	I
590058	101	9	24	.	6	Lainnya	OTHER	5	2	7	B
590059	101	10	1	``	6	Lainnya	OTHER	6	0	6	B
590060	101	10	2	Surat	1	Subjek	A0	4	0	4	B
590061	101	10	3	pemberitahuan	2	Objek	A1	0	3	3	I
590061	101	10	3	pemberitahuan	1	Subjek	A0	0	3	3	I
590062	101	10	4	aksi	2	Objek	A1	0	3	3	I
590063	101	10	5	mogok	2	Objek	A1	0	3	3	I
590064	101	10	6	ditandatangani	5	Predikat	T	6	0	6	B
590065	101	10	7	ketua	2	Objek	A1	4	0	4	B
590066	101	10	8	dan	2	Objek	A1	0	3	3	I
590067	101	10	9	sekretaris	2	Objek	A1	1	3	4	I
590068	101	10	10	PUK	2	Objek	A1	0	3	3	I
590068	101	10	10	PUK	1	Subjek	A0	0	3	3	I
590069	101	10	11	SP	2	Objek	A1	0	3	3	I
590069	101	10	11	SP	1	Subjek	A0	0	3	3	I
590070	101	10	12	KEP	2	Objek	A1	0	3	3	I
590070	101	10	12	KEP	1	Subjek	A0	0	3	3	I
590071	101	10	13	SPSI	2	Objek	A1	0	3	3	I
590071	101	10	13	SPSI	1	Subjek	A0	0	3	3	I
590072	101	10	14	dan	6	Lainnya	OTHER	3	1	4	B
590073	101	10	15	PUK	1	Subjek	A0	2	1	3	B
590073	101	10	15	PUK	2	Objek	A1	1	2	3	I
590074	101	10	16	SPAT	1	Subjek	A0	0	3	3	I
590074	101	10	16	SPAT	2	Objek	A1	0	3	3	I
590075	101	10	17	Samawa	1	Subjek	A0	0	3	3	I
590075	101	10	17	Samawa	2	Objek	A1	0	3	3	I
590076	101	10	18	PT	2	Objek	A1	0	3	3	I
590076	101	10	18	PT	1	Subjek	A0	0	3	3	I
590077	101	10	19	NNT	2	Objek	A1	0	3	3	I
590077	101	10	19	NNT	1	Subjek	A0	0	3	3	I
590078	101	10	20	,	6	Lainnya	OTHER	5	1	6	B
590079	101	10	21	''	6	Lainnya	OTHER	0	6	6	I
590080	101	10	22	ujar	6	Lainnya	OTHER	0	5	5	I
590081	101	10	23	Zainuddin	6	Lainnya	OTHER	1	4	5	I
590082	101	10	24	.	6	Lainnya	OTHER	1	5	6	I
590083	101	11	1	Aksi	1	Subjek	A0	3	0	3	B
590084	101	11	2	mogok	1	Subjek	A0	0	3	3	I
590085	101	11	3	kerja	1	Subjek	A0	0	3	3	I
590086	101	11	4	,	6	Lainnya	OTHER	4	1	5	B
590087	101	11	5	katanya	6	Lainnya	OTHER	0	4	4	I
590088	101	11	6	,	6	Lainnya	OTHER	1	4	5	I
590089	101	11	7	sesuai	6	Lainnya	OTHER	0	5	5	I
590090	101	11	8	Undang	6	Lainnya	OTHER	0	5	5	I
590091	101	11	9	-	6	Lainnya	OTHER	0	5	5	I
590092	101	11	10	undang	6	Lainnya	OTHER	0	5	5	I
590093	101	11	11	Nomor	6	Lainnya	OTHER	0	5	5	I
590094	101	11	12	23	6	Lainnya	OTHER	0	5	5	I
590095	101	11	13	tahun	6	Lainnya	OTHER	0	3	3	I
590096	101	11	14	2004	6	Lainnya	OTHER	0	3	3	I
590097	101	11	15	,	6	Lainnya	OTHER	2	3	5	I
590098	101	11	16	sah	6	Lainnya	OTHER	0	5	5	I
590099	101	11	17	-	6	Lainnya	OTHER	1	5	6	I
590100	101	11	18	sah	6	Lainnya	OTHER	0	5	5	I
590101	101	11	19	saja	6	Lainnya	OTHER	0	5	5	I
590102	101	11	20	dilaksanakan	5	Predikat	T	4	1	5	B
590103	101	11	21	dan	6	Lainnya	OTHER	4	1	5	B
590104	101	11	22	merupakan	6	Lainnya	OTHER	0	4	4	I
590105	101	11	23	hak	6	Lainnya	OTHER	1	2	3	I
590106	101	11	24	karyawan	6	Lainnya	OTHER	0	3	3	I
590107	101	11	25	.	6	Lainnya	OTHER	3	3	6	I
590108	101	12	1	Tetapi	6	Lainnya	OTHER	6	0	6	B
590109	101	12	2	mogok	2	Objek	A1	3	0	3	B
590110	101	12	3	kerja	2	Objek	A1	0	3	3	I
590111	101	12	4	baru	6	Lainnya	OTHER	5	0	5	B
590112	101	12	5	bisa	6	Lainnya	OTHER	0	5	5	I
590113	101	12	6	dilakukan	5	Predikat	T	5	1	6	B
590114	101	12	7	jika	6	Lainnya	OTHER	6	0	6	B
590115	101	12	8	sejumlah	6	Lainnya	OTHER	0	4	4	I
590116	101	12	9	syarat	6	Lainnya	OTHER	0	3	3	I
590117	101	12	10	normatif	6	Lainnya	OTHER	0	3	3	I
590118	101	12	11	sudah	6	Lainnya	OTHER	2	3	5	I
590119	101	12	12	terpenuhi	6	Lainnya	OTHER	0	4	4	I
590120	101	12	13	.	6	Lainnya	OTHER	2	4	6	I
590121	101	20	1	Bahkan	6	Lainnya	OTHER	6	0	6	B
590122	101	20	2	,	6	Lainnya	OTHER	0	6	6	I
590123	101	20	3	surat	1	Subjek	A0	3	0	3	B
590123	101	20	3	surat	2	Objek	A1	3	0	3	B
590124	101	20	4	pemberitahuan	2	Objek	A1	0	3	3	I
590125	101	20	5	mogok	2	Objek	A1	0	3	3	I
590126	101	20	6	kerja	2	Objek	A1	0	3	3	I
590127	101	20	7	itu	6	Lainnya	OTHER	4	1	5	B
590128	101	20	8	telah	6	Lainnya	OTHER	0	5	5	I
590129	101	20	9	dikirimkan	5	Predikat	T	5	1	6	B
590130	101	20	10	ke	6	Lainnya	OTHER	5	0	5	B
590131	101	20	11	President	2	Objek	A1	2	0	2	B
590131	101	20	11	President	1	Subjek	A0	2	0	2	B
590132	101	20	12	Direktur	1	Subjek	A0	0	2	2	I
590132	101	20	12	Direktur	2	Objek	A1	0	2	2	I
590133	101	20	13	PT	6	Lainnya	OTHER	2	1	3	B
590134	101	20	14	NNT	6	Lainnya	OTHER	0	3	3	I
590135	101	20	15	.	6	Lainnya	OTHER	3	3	6	I
590136	101	21	1	Wakil	6	Lainnya	OTHER	3	0	3	B
590137	101	21	2	Ketua	6	Lainnya	OTHER	0	3	3	I
590138	101	21	3	Serikat	6	Lainnya	OTHER	0	3	3	I
590139	101	21	4	Pekerja	6	Lainnya	OTHER	0	3	3	I
590140	101	21	5	Seluruh	6	Lainnya	OTHER	0	3	3	I
590141	101	21	6	Indonesia	6	Lainnya	OTHER	0	3	3	I
590142	101	21	7	(	6	Lainnya	OTHER	2	3	5	I
590143	101	21	8	SPSI	6	Lainnya	OTHER	0	4	4	I
590144	101	21	9	)	6	Lainnya	OTHER	1	4	5	I
590145	101	21	10	PT	6	Lainnya	OTHER	0	4	4	I
590146	101	21	11	Newmont	6	Lainnya	OTHER	0	4	4	I
590147	101	21	12	Nusa	6	Lainnya	OTHER	0	3	3	I
590148	101	21	13	Tenggara	6	Lainnya	OTHER	0	3	3	I
590149	101	21	14	(	6	Lainnya	OTHER	3	3	6	I
590150	101	21	15	PT	6	Lainnya	OTHER	0	4	4	I
590151	101	21	16	NNT	6	Lainnya	OTHER	0	4	4	I
590152	101	21	17	)	6	Lainnya	OTHER	2	4	6	I
590153	101	21	18	,	6	Lainnya	OTHER	0	6	6	I
590154	101	21	19	salah	6	Lainnya	OTHER	0	4	4	I
590155	101	21	20	satu	6	Lainnya	OTHER	0	4	4	I
590156	101	21	21	serikat	6	Lainnya	OTHER	0	4	4	I
590157	101	21	22	pekerja	6	Lainnya	OTHER	0	4	4	I
590158	101	21	23	yang	6	Lainnya	OTHER	0	4	4	I
590159	101	21	24	mewakili	6	Lainnya	OTHER	0	3	3	I
590160	101	21	25	karyawan	6	Lainnya	OTHER	0	3	3	I
590161	101	21	26	dalam	6	Lainnya	OTHER	1	3	4	I
590162	101	21	27	perundingan	6	Lainnya	OTHER	0	4	4	I
590163	101	21	28	perjanjian	6	Lainnya	OTHER	0	4	4	I
590164	101	21	29	kerja	6	Lainnya	OTHER	0	4	4	I
590165	101	21	30	bersama	6	Lainnya	OTHER	0	4	4	I
590166	101	21	31	(	6	Lainnya	OTHER	2	4	6	I
590167	101	21	32	PKB	6	Lainnya	OTHER	0	4	4	I
590168	101	21	33	)	6	Lainnya	OTHER	2	4	6	I
590169	101	21	34	,	6	Lainnya	OTHER	0	6	6	I
590170	101	21	35	Rob	1	Subjek	A0	5	0	5	B
590171	101	21	36	Fachruddin	1	Subjek	A0	0	5	5	I
590172	101	21	37	mengatakan	5	Predikat	T	6	0	6	B
590173	101	21	38	keputusan	2	Objek	A1	5	0	5	B
590174	101	21	39	melakukan	2	Objek	A1	0	5	5	I
590175	101	21	40	mogok	2	Objek	A1	1	5	6	I
590176	101	21	41	kerja	2	Objek	A1	0	6	6	I
590177	101	21	42	itu	6	Lainnya	OTHER	4	0	4	B
590178	101	21	43	merupakan	6	Lainnya	OTHER	0	2	2	I
590178	101	21	43	merupakan	2	Objek	A1	1	1	2	I
590178	101	21	43	merupakan	5	Predikat	T	2	0	2	B
590179	101	21	44	bentuk	6	Lainnya	OTHER	2	2	4	I
590180	101	21	45	kekecewaan	6	Lainnya	OTHER	0	4	4	I
590181	101	21	46	pekerja	6	Lainnya	OTHER	0	4	4	I
590182	101	21	47	kepada	6	Lainnya	OTHER	1	4	5	I
590183	101	21	48	perusahaan	6	Lainnya	OTHER	0	5	5	I
590184	101	21	49	asal	6	Lainnya	OTHER	0	5	5	I
590185	101	21	50	Amerika	6	Lainnya	OTHER	0	4	4	I
590186	101	21	51	Serikat	6	Lainnya	OTHER	0	4	4	I
590187	101	21	52	itu	6	Lainnya	OTHER	2	4	6	I
590188	101	21	53	,	6	Lainnya	OTHER	0	6	6	I
590189	101	21	54	atas	6	Lainnya	OTHER	0	6	6	I
590190	101	21	55	belum	6	Lainnya	OTHER	0	6	6	I
590191	101	21	56	selesainya	6	Lainnya	OTHER	0	6	6	I
590192	101	21	57	proses	6	Lainnya	OTHER	0	6	6	I
590193	101	21	58	perundingan	6	Lainnya	OTHER	0	6	6	I
590194	101	21	59	PKB	6	Lainnya	OTHER	0	6	6	I
590195	101	21	60	.	6	Lainnya	OTHER	0	6	6	I
590196	102	0	1	Peringati	6	Lainnya	OTHER	5	0	5	B
590197	102	0	2	``	6	Lainnya	OTHER	1	5	6	I
590198	102	0	3	May	6	Lainnya	OTHER	0	4	4	I
590199	102	0	4	Day	6	Lainnya	OTHER	0	4	4	I
590200	102	0	5	''	6	Lainnya	OTHER	2	4	6	I
590201	102	0	6	Karyawan	1	Subjek	A0	5	0	5	B
590202	102	0	7	Newmont	1	Subjek	A0	0	5	5	I
590203	102	0	8	Mogok	5	Predikat	T	5	0	5	B
590204	102	0	9	Kerja	2	Objek	A1	3	0	3	B
590205	102	0	10	.	6	Lainnya	OTHER	5	1	6	B
590206	102	2	1	id	6	Lainnya	OTHER	7	0	7	B
590207	102	2	2	May	4	Waktu	AM-TMP	5	0	5	B
590208	102	2	3	Day	4	Waktu	AM-TMP	0	5	5	I
590209	102	2	4	Karyawan	1	Subjek	A0	7	0	7	B
590210	102	2	5	Newmont	1	Subjek	A0	0	7	7	I
590211	102	2	6	Mogok	5	Predikat	T	7	0	7	B
590212	102	2	7	.	6	Lainnya	OTHER	7	0	7	B
590213	102	4	1	Para	1	Subjek	A0	3	0	3	B
590214	102	4	2	karyawan	1	Subjek	A0	2	3	5	I
590215	102	4	3	PT	1	Subjek	A0	0	5	5	I
590216	102	4	4	Newmont	1	Subjek	A0	0	5	5	I
590217	102	4	5	Nusa	1	Subjek	A0	0	5	5	I
590218	102	4	6	Tenggara	1	Subjek	A0	0	5	5	I
590219	102	4	7	(	6	Lainnya	OTHER	5	0	5	B
590220	102	4	8	PT	1	Subjek	A0	3	0	3	B
590221	102	4	9	NNT	1	Subjek	A0	0	3	3	I
590222	102	4	10	)	6	Lainnya	OTHER	3	2	5	B
590223	102	4	11	saat	6	Lainnya	OTHER	0	5	5	I
590224	102	4	12	melakukan	5	Predikat	T	4	0	4	B
590225	102	4	13	aksi	2	Objek	A1	4	0	4	B
590226	102	4	14	mogok	2	Objek	A1	0	4	4	I
590227	102	4	15	kerja	2	Objek	A1	0	4	4	I
590228	102	4	16	di	6	Lainnya	OTHER	3	0	3	B
590229	102	4	17	Town	3	Lokasi	AM-LOC	2	2	4	I
590230	102	4	18	Site	3	Lokasi	AM-LOC	0	4	4	I
590231	102	4	19	Batu	3	Lokasi	AM-LOC	0	4	4	I
590232	102	4	20	Hijau	3	Lokasi	AM-LOC	0	4	4	I
590233	102	4	21	,	6	Lainnya	OTHER	5	0	5	B
590234	102	4	22	Sumbawa	3	Lokasi	AM-LOC	5	0	5	B
590235	102	4	23	Barat	3	Lokasi	AM-LOC	0	5	5	I
590236	102	4	24	.	6	Lainnya	OTHER	5	0	5	B
590237	102	6	1	``	6	Lainnya	OTHER	6	0	6	B
590238	102	6	2	Kami	1	Subjek	A0	6	0	6	B
590239	102	6	3	sudah	6	Lainnya	OTHER	5	0	5	B
590240	102	6	4	mulai	5	Predikat	T	4	1	5	B
590241	102	6	5	aksi	2	Objek	A1	4	0	4	B
590242	102	6	6	mogok	2	Objek	A1	1	4	5	I
590243	102	6	7	kerja	2	Objek	A1	0	5	5	I
590244	102	6	8	tepat	6	Lainnya	OTHER	4	0	4	B
590245	102	6	9	Jumat	4	Waktu	AM-TMP	4	2	6	B
590246	102	6	10	pukul	4	Waktu	AM-TMP	0	5	5	I
590247	102	6	11	00.00	4	Waktu	AM-TMP	0	6	6	I
590248	102	6	12	Wita	4	Waktu	AM-TMP	0	5	5	I
590249	102	6	13	.	6	Lainnya	OTHER	5	1	6	B
590250	102	7	1	Aksi	2	Objek	A1	4	0	4	B
590251	102	7	2	kami	1	Subjek	A0	5	0	5	B
590252	102	7	3	laksanakan	5	Predikat	T	6	1	7	B
590253	102	7	4	di	6	Lainnya	OTHER	4	0	4	B
590254	102	7	5	Town	3	Lokasi	AM-LOC	3	3	6	I
590255	102	7	6	Site	3	Lokasi	AM-LOC	0	6	6	I
590256	102	7	7	Batu	3	Lokasi	AM-LOC	0	6	6	I
590257	102	7	8	Hijau	3	Lokasi	AM-LOC	0	6	6	I
590258	102	7	9	,	6	Lainnya	OTHER	6	0	6	B
590259	102	7	10	''	6	Lainnya	OTHER	1	6	7	I
590260	102	7	11	.	6	Lainnya	OTHER	0	7	7	I
590261	102	8	1	Sumbawa	6	Lainnya	OTHER	4	0	4	B
590262	102	8	2	Barat	6	Lainnya	OTHER	0	4	4	I
590263	102	8	3	(	6	Lainnya	OTHER	3	4	7	I
590264	102	8	4	Antara	6	Lainnya	OTHER	0	5	5	I
590265	102	8	5	NTB	6	Lainnya	OTHER	0	5	5	I
590266	102	8	6	)	6	Lainnya	OTHER	2	5	7	I
590267	102	8	7	-	6	Lainnya	OTHER	0	7	7	I
590268	102	8	8	Ribuan	1	Subjek	A0	6	0	6	B
590269	102	8	9	karyawan	1	Subjek	A0	0	6	6	I
590270	102	8	10	PT	1	Subjek	A0	0	6	6	I
590271	102	8	11	Newmont	1	Subjek	A0	0	6	6	I
590272	102	8	12	Nusa	1	Subjek	A0	0	6	6	I
590273	102	8	13	Tenggara	1	Subjek	A0	0	6	6	I
590274	102	8	14	dimotori	5	Predikat	T	3	0	3	B
590275	102	8	15	serikat	1	Subjek	A0	1	2	3	I
590276	102	8	16	pekerja	1	Subjek	A0	0	3	3	I
590277	102	8	17	,	6	Lainnya	OTHER	5	2	7	B
590278	102	8	18	memulai	5	Predikat	T	6	0	6	B
590279	102	8	19	aksi	2	Objek	A1	5	0	5	B
590280	102	8	20	mogok	2	Objek	A1	0	4	4	I
590281	102	8	21	kerja	2	Objek	A1	0	4	4	I
590282	102	8	22	bertepatan	6	Lainnya	OTHER	2	2	4	I
590283	102	8	23	dengan	6	Lainnya	OTHER	1	4	5	I
590284	102	8	24	peringatan	6	Lainnya	OTHER	0	5	5	I
590285	102	8	25	hari	6	Lainnya	OTHER	0	5	5	I
590286	102	8	26	buruh	6	Lainnya	OTHER	0	5	5	I
590287	102	8	27	sedunia	6	Lainnya	OTHER	0	5	5	I
590288	102	8	28	``	6	Lainnya	OTHER	2	5	7	I
590289	102	8	29	may	4	Waktu	AM-TMP	5	0	5	B
590290	102	8	30	day	4	Waktu	AM-TMP	0	5	5	I
590291	102	8	31	''	6	Lainnya	OTHER	5	2	7	B
590292	102	8	32	1	4	Waktu	AM-TMP	6	0	6	B
590293	102	8	33	Mei	4	Waktu	AM-TMP	0	6	6	I
590294	102	8	34	2015	4	Waktu	AM-TMP	0	6	6	I
590295	102	8	35	.	6	Lainnya	OTHER	6	1	7	B
590296	102	9	1	``	6	Lainnya	OTHER	6	0	6	B
590297	102	9	2	Kami	1	Subjek	A0	6	0	6	B
590298	102	9	3	sudah	6	Lainnya	OTHER	5	0	5	B
590299	102	9	4	mulai	5	Predikat	T	4	1	5	B
590300	102	9	5	aksi	2	Objek	A1	4	0	4	B
590301	102	9	6	mogok	2	Objek	A1	1	4	5	I
590302	102	9	7	kerja	2	Objek	A1	0	5	5	I
590303	102	9	8	tepat	6	Lainnya	OTHER	4	0	4	B
590304	102	9	9	Jumat	4	Waktu	AM-TMP	4	2	6	B
590305	102	9	10	pukul	4	Waktu	AM-TMP	0	5	5	I
590306	102	9	11	00.00	4	Waktu	AM-TMP	1	5	6	I
590307	102	9	12	Wita	4	Waktu	AM-TMP	0	6	6	I
590308	102	9	13	.	6	Lainnya	OTHER	6	0	6	B
590309	102	10	1	Aksi	1	Subjek	A0	3	0	3	B
590310	102	10	2	kami	1	Subjek	A0	1	2	3	I
590311	102	10	3	laksanakan	5	Predikat	T	4	1	5	B
590312	102	10	4	di	6	Lainnya	OTHER	4	1	5	B
590313	102	10	5	Town	3	Lokasi	AM-LOC	2	1	3	B
590314	102	10	6	Site	3	Lokasi	AM-LOC	0	3	3	I
590315	102	10	7	Batu	3	Lokasi	AM-LOC	0	3	3	I
590316	102	10	8	Hijau	3	Lokasi	AM-LOC	0	3	3	I
590317	102	10	9	,	6	Lainnya	OTHER	4	2	6	B
590318	102	10	10	''	6	Lainnya	OTHER	0	6	6	I
590319	102	10	11	kata	6	Lainnya	OTHER	0	4	4	I
590320	102	10	12	Ketua	6	Lainnya	OTHER	1	4	5	I
590321	102	10	13	Pengurus	6	Lainnya	OTHER	0	4	4	I
590322	102	10	14	Unit	6	Lainnya	OTHER	0	4	4	I
590323	102	10	15	Kerja	6	Lainnya	OTHER	0	4	4	I
590324	102	10	16	(	6	Lainnya	OTHER	2	4	6	I
590325	102	10	17	PUK	6	Lainnya	OTHER	0	5	5	I
590326	102	10	18	)	6	Lainnya	OTHER	1	5	6	I
590327	102	10	19	Serikat	6	Lainnya	OTHER	0	5	5	I
590328	102	10	20	Pekerja	6	Lainnya	OTHER	0	5	5	I
590329	102	10	21	Tambang	6	Lainnya	OTHER	0	6	6	I
590330	102	10	22	(	6	Lainnya	OTHER	1	5	6	I
590331	102	10	23	SPAT	6	Lainnya	OTHER	0	5	5	I
590332	102	10	24	)	6	Lainnya	OTHER	1	5	6	I
590333	102	10	25	Samawa	6	Lainnya	OTHER	0	5	5	I
590334	102	10	26	PTNNT	6	Lainnya	OTHER	0	5	5	I
590335	102	10	27	,	6	Lainnya	OTHER	1	5	6	I
590336	102	10	28	Yusrawan	6	Lainnya	OTHER	0	5	5	I
590337	102	10	29	Galang	6	Lainnya	OTHER	0	5	5	I
590338	102	10	30	,	6	Lainnya	OTHER	1	5	6	I
590339	102	10	31	saat	6	Lainnya	OTHER	0	5	5	I
590340	102	10	32	dihubungi	6	Lainnya	OTHER	0	4	4	I
590341	102	10	33	dari	6	Lainnya	OTHER	1	4	5	I
590342	102	10	34	Taliwang	3	Lokasi	AM-LOC	2	1	3	B
590342	102	10	34	Taliwang	6	Lainnya	OTHER	0	3	3	I
590343	102	10	35	,	6	Lainnya	OTHER	3	3	6	I
590344	102	10	36	Jumat	4	Waktu	AM-TMP	3	0	3	B
590344	102	10	36	Jumat	6	Lainnya	OTHER	0	3	3	I
590345	102	10	37	.	6	Lainnya	OTHER	3	3	6	I
590346	102	11	1	Dia	1	Subjek	A0	5	0	5	B
590347	102	11	2	menjelaskan	5	Predikat	T	4	0	4	B
